gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	gene_name	gene_type
ENSG00000114200.10	2682.46131277401	-5.1273770604368	0.667085599600589	8.59574903406559e-16	2.37000472676819e-14	BCHE	protein_coding
ENSG00000213996.13	253.675590766903	-4.50493300505605	0.5811684060183	8.9881892692427e-16	2.47399954366044e-14	TM6SF2	protein_coding
ENSG00000164096.13	3812.63568350055	-1.38079771181604	0.17755625848544	9.3897544960991e-16	2.57942586125408e-14	C4orf3	protein_coding
ENSG00000160285.15	3070.48869367147	-2.07516411993789	0.271424292950861	9.61067159055877e-16	2.63527783366393e-14	LSS	protein_coding
ENSG00000164068.16	1060.19371109883	-1.42911425044168	0.184149207428161	9.64767850835866e-16	2.64300491835117e-14	RNF123	protein_coding
ENSG00000164074.15	482.539303702043	-1.45237133185069	0.187321120100525	9.73976885335976e-16	2.66579432153703e-14	ABHD18	protein_coding
ENSG00000183281.14	59.8762853229739	-3.73396290137611	0.480194332978306	9.7678310276168e-16	2.67103346538749e-14	PLGLB1	protein_coding
ENSG00000123384.14	16108.6630289081	-2.32917188059181	0.304557827556098	9.79014573707888e-16	2.67469282669117e-14	LRP1	protein_coding
ENSG00000204444.11	4965.38295206111	-4.2713911868717	0.55068144116684	9.9119608586359e-16	2.70550450310059e-14	APOM	protein_coding
ENSG00000125246.15	726.613610942677	-2.47707859414103	0.32362022690131	1.03519968299295e-15	2.81790764616889e-14	CLYBL	protein_coding
ENSG00000186350.12	5176.22325282468	-2.27659577828932	0.298471282240434	1.11691659509625e-15	3.02659127664859e-14	RXRA	protein_coding
ENSG00000100665.12	8481.24526496046	-3.99507611009478	0.515382481937783	1.14343952434541e-15	3.09286446950989e-14	SERPINA4	protein_coding
ENSG00000108387.15	748.81099519769	-2.62244050192627	0.342381293992198	1.14461895590664e-15	3.09326041486575e-14	SEPTIN4	protein_coding
ENSG00000116771.6	2284.26413489926	-3.76513106153026	0.485542977313793	1.15476677397542e-15	3.11787028973364e-14	AGMAT	protein_coding
ENSG00000164211.13	727.427914657586	-2.40571169010781	0.315262431347651	1.17223059759039e-15	3.15648388342169e-14	STARD4	protein_coding
ENSG00000131781.13	6408.02686154882	-3.62235348157104	0.467339985096606	1.17496265567154e-15	3.16099791543333e-14	FMO5	protein_coding
ENSG00000134548.11	73.0547886000456	-4.20654208878007	0.543703493432873	1.19148534408872e-15	3.20018868146602e-14	SPX	protein_coding
ENSG00000164172.20	1662.15655318651	-1.58873106704263	0.206512877872494	1.19182750444669e-15	3.20018868146602e-14	MOCS2	protein_coding
ENSG00000198786.2	163820.071066767	-2.75850766848424	0.359517342707239	1.19273638864378e-15	3.20018868146602e-14	MT-ND5	protein_coding
ENSG00000198610.11	2811.31655794068	-5.08099119498551	0.664267625980255	1.20301504640025e-15	3.2219928027158e-14	AKR1C4	protein_coding
ENSG00000205403.13	2663.46773673544	-3.21422250674619	0.416642914740294	1.31541782882139e-15	3.50423096516005e-14	CFI	protein_coding
ENSG00000235169.11	97.053123693527	-2.10966200923781	0.277582309216752	1.35424360826468e-15	3.59168435449684e-14	SMIM1	protein_coding
ENSG00000135094.11	14137.3974365097	-5.12272774789476	0.671907436619144	1.39125809396569e-15	3.68658770863847e-14	SDS	protein_coding
ENSG00000085871.9	3107.78671501512	-2.09025555699222	0.275315487582057	1.4458756279105e-15	3.82454539986962e-14	MGST2	protein_coding
ENSG00000021461.17	191.243435670984	-5.40052599746112	0.713646305972508	1.53745831812729e-15	4.05247486088781e-14	CYP3A43	protein_coding
ENSG00000171612.7	370.608711229659	-2.2453004457936	0.296156616164119	1.57722538017802e-15	4.14998765893414e-14	SLC25A33	protein_coding
ENSG00000163684.12	288.577826740297	-1.5218960540211	0.198446578932449	1.63838736852429e-15	4.29958220646125e-14	RPP14	protein_coding
ENSG00000090512.12	2000.50620126108	-5.93125200730225	0.798108229235176	1.85789415325314e-15	4.84589935808874e-14	FETUB	protein_coding
ENSG00000136371.11	81.1181679090192	-2.15540211208122	0.285441316543	1.96681448772308e-15	5.11218109426148e-14	MTHFS	protein_coding
ENSG00000137171.15	2719.41727950864	-1.89601119634126	0.250712194542207	2.05980736668268e-15	5.34461109017154e-14	KLC4	protein_coding
ENSG00000124299.15	5059.49798849604	-2.09596648105583	0.278157079487364	2.23961279059257e-15	5.79108167432757e-14	PEPD	protein_coding
ENSG00000124523.16	1333.69859708334	-1.34052297890514	0.174637649304401	2.24724657348529e-15	5.8058070879957e-14	SIRT5	protein_coding
ENSG00000004799.8	7887.0565466334	-4.049801534109	0.528711473375647	2.29328981939475e-15	5.90946446317875e-14	PDK4	protein_coding
ENSG00000106565.18	21124.5228676797	-3.30142711377317	0.431622215547184	2.30507501569148e-15	5.93472581211093e-14	TMEM176B	protein_coding
ENSG00000188676.13	161.531732486652	-5.22051493245858	0.69251857166414	2.38936402520811e-15	6.12016484232732e-14	IDO2	protein_coding
ENSG00000117643.14	921.69913422191	-3.45703774594853	0.451923511900172	2.46449321168788e-15	6.30720685791197e-14	MAN1C1	protein_coding
ENSG00000138356.14	23116.4435344093	-4.97657305159186	0.65874034448667	2.74956887481986e-15	7.01280586190213e-14	AOX1	protein_coding
ENSG00000063587.15	1183.3409296064	-1.31118934087205	0.171249653041313	2.77694598063728e-15	7.06457888684979e-14	ZNF275	protein_coding
ENSG00000109991.9	43.3547068125007	-3.96953363442248	0.519833412565867	2.80814426072667e-15	7.13788315780464e-14	P2RX3	protein_coding
ENSG00000205726.15	1317.06929412671	-1.91684056002716	0.255251427679663	3.02822711198098e-15	7.67774804521987e-14	ITSN1	protein_coding
ENSG00000112972.15	4628.70057241042	-2.57739360707683	0.342666727917472	3.14907654613561e-15	7.97065080481306e-14	HMGCS1	protein_coding
ENSG00000141622.14	99.9768850291741	-3.83686536426396	0.503533282673226	3.24930343822949e-15	8.21045509290342e-14	RNF165	protein_coding
ENSG00000099860.9	7146.45904630094	-2.617338392857	0.348057236312429	3.32055940993479e-15	8.38343258108577e-14	GADD45B	protein_coding
ENSG00000125144.14	17201.7887315111	-5.29536194914139	0.708180554143383	3.45686833446012e-15	8.69823601165878e-14	MT1G	protein_coding
ENSG00000082438.17	3616.80374892796	-2.58717502906923	0.344513020319055	3.48100559048249e-15	8.75161632206693e-14	COBLL1	protein_coding
ENSG00000126231.15	876.486322968624	-5.42380601776047	0.728937821543044	3.85990464473462e-15	9.63945994806412e-14	PROZ	protein_coding
ENSG00000115363.14	1381.42613333862	-4.36067084264152	0.576753982041814	4.26438896257796e-15	1.06141811061074e-13	EVA1A	protein_coding
ENSG00000117500.13	3488.14018405711	-1.78021422072765	0.237819635024468	4.28144930547704e-15	1.06477937337125e-13	TMED5	protein_coding
ENSG00000055955.17	210.993783537078	-3.42843793233459	0.452837737994108	4.44132922241241e-15	1.10270912857956e-13	ITIH4	protein_coding
ENSG00000023697.13	1793.79707647764	-1.64064902504633	0.218689908762934	4.73222732820969e-15	1.16623113488546e-13	DERA	protein_coding
ENSG00000197594.13	1871.30889984235	-3.81782134854366	0.50427520541038	4.72666221888345e-15	1.16623113488546e-13	ENPP1	protein_coding
ENSG00000117528.14	4410.34569254254	-1.85706620893883	0.249069515212096	4.85211280209032e-15	1.19478553385805e-13	ABCD3	protein_coding
ENSG00000139344.8	2085.4760503896	-4.83007405651446	0.644203931157979	4.85607318807482e-15	1.19478553385805e-13	AMDHD1	protein_coding
ENSG00000111058.8	1566.05849833657	-3.94597978237566	0.521935943299781	5.03465592483195e-15	1.2366915697887e-13	ACSS3	protein_coding
ENSG00000115107.20	6873.1456349248	-3.05699544323876	0.406433685318218	5.09635838602493e-15	1.25082179633397e-13	STEAP3	protein_coding
ENSG00000005882.12	1114.679671601	-1.60467598537407	0.21414013702995	5.39721376752517e-15	1.32141268880626e-13	PDK2	protein_coding
ENSG00000132386.11	17712.0097229758	-3.73625024424634	0.494901241322143	5.57160005760208e-15	1.36077015109934e-13	SERPINF1	protein_coding
ENSG00000170522.10	1454.43238570055	-3.16281935692532	0.420715959159281	5.70980730586462e-15	1.39112091260785e-13	ELOVL6	protein_coding
ENSG00000140961.14	2660.67030894031	-3.29727736890326	0.438231310327696	5.94520417281044e-15	1.44611899712805e-13	OSGIN1	protein_coding
ENSG00000121410.12	36.2480992597895	-4.23667767281214	0.563306289170555	6.13761895450407e-15	1.49171042495711e-13	A1BG	protein_coding
ENSG00000088451.11	593.3319354957	-1.64111218368287	0.21992014383501	6.40436620899204e-15	1.55276062668703e-13	TGDS	protein_coding
ENSG00000166228.9	5448.1852473229	-1.87587331054233	0.253042043707969	6.56524681780701e-15	1.58790941410012e-13	PCBD1	protein_coding
ENSG00000103876.13	6178.55750855398	-3.00077766450437	0.401356915228019	6.80045690583867e-15	1.64214581557683e-13	FAH	protein_coding
ENSG00000025434.19	1949.63823421495	-1.63740712057915	0.219643118462481	6.82253579918784e-15	1.64614979399743e-13	NR1H3	protein_coding
ENSG00000109618.12	1551.84108625553	-1.89342175667034	0.255869723624736	7.12677064505175e-15	1.71265564546376e-13	SEPSECS	protein_coding
ENSG00000161267.12	4819.18640174684	-4.2376230924091	0.565388717340876	7.46470172634628e-15	1.79242633353638e-13	BDH1	protein_coding
ENSG00000184500.16	6873.36977197676	-3.15060291043263	0.421256472242316	7.56737995084244e-15	1.8156254636865e-13	PROS1	protein_coding
ENSG00000114737.16	1365.27816412779	-2.58573056381921	0.349193634166114	7.66151832274066e-15	1.83527074510259e-13	CISH	protein_coding
ENSG00000137274.13	1247.44276353454	-2.09624403447139	0.284304121861539	7.6558165824726e-15	1.83527074510259e-13	BPHL	protein_coding
ENSG00000130208.9	27769.1735062022	-4.76088768115177	0.639582987212782	7.73463475770014e-15	1.85130430495456e-13	APOC1	protein_coding
ENSG00000172831.14	8625.46443737466	-3.30157179725668	0.441335714497919	8.24816512922494e-15	1.96792676067237e-13	CES2	protein_coding
ENSG00000019991.18	551.387942663257	-3.10119494400119	0.415881929681664	8.59542825077712e-15	2.04914735758773e-13	HGF	protein_coding
ENSG00000084110.11	3663.19012781768	-5.3329414322032	0.726229643165725	8.90972711303987e-15	2.12112300045396e-13	HAL	protein_coding
ENSG00000172955.17	9204.37155832722	-4.88336797066149	0.65988073088872	9.57012185552689e-15	2.26886903182931e-13	ADH6	protein_coding
ENSG00000137561.5	1871.15293976256	-4.8073766599584	0.649050668711655	9.78141954390255e-15	2.3171285237585e-13	TTPA	protein_coding
ENSG00000164100.9	19.6168687542436	-4.00722102961249	0.536808320931913	1.0186743090534e-14	2.40771244317734e-13	NDST3	protein_coding
ENSG00000139547.7	8057.32536702589	-5.43215881125684	0.743578472578107	1.03304918835792e-14	2.43755648912539e-13	RDH16	protein_coding
ENSG00000164039.15	951.998114358316	-2.13485656794304	0.291170875918339	1.03587299508351e-14	2.44229488911698e-13	BDH2	protein_coding
ENSG00000100614.18	2664.06924454397	-1.28018574069206	0.170902915368921	1.06056324166868e-14	2.49854013731593e-13	PPM1A	protein_coding
ENSG00000171766.17	39212.0278346571	-3.77081781305206	0.505403764185443	1.08458065143807e-14	2.55311308537816e-13	GATM	protein_coding
ENSG00000095321.17	4639.86967104272	-2.36846219912103	0.323478964573676	1.19188987817127e-14	2.79254762301113e-13	CRAT	protein_coding
ENSG00000110756.18	1155.53486732543	-1.85908175075341	0.253445256004071	1.20263133418141e-14	2.81111553781373e-13	HPS5	protein_coding
ENSG00000113269.14	4296.59975964569	-1.46762364491786	0.197750484310026	1.21886900218014e-14	2.84684824744773e-13	RNF130	protein_coding
ENSG00000158109.15	3089.58646838936	-1.74284181397571	0.237040246227288	1.23639866499445e-14	2.87433891505658e-13	TPRG1L	protein_coding
ENSG00000151948.12	565.686741701861	-4.67405352294852	0.63279970632534	1.27382615183277e-14	2.95675786545183e-13	GLT1D1	protein_coding
ENSG00000142748.13	1907.06410537743	-3.93548693569107	0.529286008233782	1.29009051159893e-14	2.98756227291622e-13	FCN3	protein_coding
ENSG00000170509.12	8481.79466232139	-5.6088239188032	0.774802243518352	1.29866295223112e-14	3.00509001380652e-13	HSD17B13	protein_coding
ENSG00000169762.17	1741.94153654368	-1.56690978990229	0.212148740916807	1.30971427378085e-14	3.02832235519846e-13	TAPT1	protein_coding
ENSG00000182934.12	8072.90464466162	-1.47647693352172	0.199329118306021	1.33412078900006e-14	3.08237490625222e-13	SRPRA	protein_coding
ENSG00000131482.10	13688.0396601249	-4.98085700544483	0.679180065079839	1.4248148803467e-14	3.27864999451671e-13	G6PC	protein_coding
ENSG00000160932.11	10231.0204550857	-2.10885468760868	0.289434020346076	1.46315266087142e-14	3.35717855359945e-13	LY6E	protein_coding
ENSG00000181513.15	2296.58949752326	-2.00865190469831	0.275531712304383	1.47778683179352e-14	3.38816011519092e-13	ACBD4	protein_coding
ENSG00000187866.10	695.807766873563	-1.26162973417134	0.169314237914736	1.48484029643536e-14	3.40172708463383e-13	FAM122A	protein_coding
ENSG00000205364.4	1376.32502897187	-4.39140456359343	0.594359233684504	1.52556392579047e-14	3.49235173011805e-13	MT1M	protein_coding
ENSG00000135241.17	1258.03056890775	-1.52143350379188	0.206239717873072	1.5302072520766e-14	3.50030525201907e-13	PNPLA8	protein_coding
ENSG00000148935.11	437.151367045497	-3.03472124656257	0.411804611283896	1.55979329970006e-14	3.56253934194651e-13	GAS2	protein_coding
ENSG00000205832.7	13.2063617291061	-3.60190029393828	0.486200450942034	1.58487656670788e-14	3.61431523510542e-13	C16orf96	protein_coding
ENSG00000163738.18	487.292447409801	-1.81129897513786	0.248045607521271	1.63134243587463e-14	3.71467675282509e-13	MTHFD2L	protein_coding
ENSG00000171444.18	1177.7795638872	-3.0305664665184	0.411666181368827	1.64417813280804e-14	3.74100500233062e-13	MCC	protein_coding
ENSG00000144040.13	1685.25422477673	-2.88022044307531	0.392282764820583	1.64857969907196e-14	3.74817174861895e-13	SFXN5	protein_coding
ENSG00000083223.18	1650.64165304267	-1.796322895891	0.246228228300304	1.7524507140062e-14	3.9752751310218e-13	TUT7	protein_coding
ENSG00000158825.6	696.933735624035	-3.74965699566938	0.506983325040006	1.75988392326411e-14	3.98911463393621e-13	CDA	protein_coding
ENSG00000154719.14	720.756304605902	-1.36892554586068	0.185122793403713	1.82721410086044e-14	4.1385984736811e-13	MRPL39	protein_coding
ENSG00000009694.13	299.415562582763	-4.62855961934417	0.630796948667845	1.89073752554306e-14	4.26432168052234e-13	TENM1	protein_coding
ENSG00000072210.19	9874.03220107543	-1.78988921352375	0.245651661911102	1.89126647020461e-14	4.26432168052234e-13	ALDH3A2	protein_coding
ENSG00000121310.17	8754.53443755676	-2.27019827429794	0.313115377118825	1.9309098640547e-14	4.35043145668848e-13	ECHDC2	protein_coding
ENSG00000113119.13	609.046930411307	-1.31871674777135	0.178219146757681	1.95558128140497e-14	4.40270453451947e-13	TMCO6	protein_coding
ENSG00000157184.7	1139.91831010737	-2.02557217572291	0.27940945298687	1.978303440628e-14	4.44383645331763e-13	CPT2	protein_coding
ENSG00000171903.16	2393.69486857656	-2.89795216882138	0.396068884467741	2.02354229844095e-14	4.53864622039082e-13	CYP4F11	protein_coding
ENSG00000131724.11	6424.21329791101	-1.3045635395239	0.176354429002561	2.0440871627638e-14	4.58129505349076e-13	IL13RA1	protein_coding
ENSG00000104883.8	379.864009380862	-2.07629954342282	0.286889993057706	2.1189240578922e-14	4.73838260384362e-13	PEX11G	protein_coding
ENSG00000154265.16	1347.49424552996	-2.16981296094401	0.300050845429506	2.17943113363225e-14	4.86279481627052e-13	ABCA5	protein_coding
ENSG00000157103.12	2876.06042129735	-4.25486150570543	0.579509306484941	2.31080843364258e-14	5.14060452663892e-13	SLC6A1	protein_coding
ENSG00000105852.11	5237.33386346524	-4.34079609872328	0.591739257238	2.31944203817675e-14	5.15598017439691e-13	PON3	protein_coding
ENSG00000154511.12	557.704463456657	-2.52332346644105	0.348408926036985	2.41036198028523e-14	5.34618287227263e-13	DIPK1A	protein_coding
ENSG00000198417.7	3047.82960631719	-3.53274643412411	0.480893438269342	2.46866997498523e-14	5.46433488001765e-13	MT1F	protein_coding
ENSG00000173599.15	5665.03043981468	-3.44240661257434	0.469268538001746	2.59056182195203e-14	5.7246636630782e-13	PC	protein_coding
ENSG00000165682.14	121.793817159327	-5.29415074215384	0.735535616075036	2.69306119293754e-14	5.93714048692648e-13	CLEC1B	protein_coding
ENSG00000166002.7	1238.07507382392	-1.6948987395055	0.233517421090175	2.69464446506131e-14	5.93714048692648e-13	SMCO4	protein_coding
ENSG00000021826.17	40762.9954833569	-5.84687559213671	0.826240782522234	2.7705721699473e-14	6.08651815735378e-13	CPS1	protein_coding
ENSG00000118271.12	91345.191472305	-5.51508062042673	0.771705117777031	2.88854454989249e-14	6.33638750603889e-13	TTR	protein_coding
ENSG00000120907.18	786.485581632451	-5.51909691492217	0.773127973689946	3.03899826801685e-14	6.6469485127267e-13	ADRA1A	protein_coding
ENSG00000124343.14	36.1395126021612	-3.85784478105686	0.527092502113696	3.08642269536993e-14	6.74574852317238e-13	XG	protein_coding
ENSG00000165795.23	9302.65549003036	-2.42597605378369	0.337100919417196	3.11750059245651e-14	6.80870315389682e-13	NDRG2	protein_coding
ENSG00000169714.17	11211.9077173965	-1.23872329584914	0.168365715135708	3.15920712840715e-14	6.8947623211294e-13	CNBP	protein_coding
ENSG00000163605.15	2070.28984464051	-1.46918882092155	0.201577734472476	3.28966177794939e-14	7.15340178773701e-13	PPP4R2	protein_coding
ENSG00000076258.10	845.863240549203	-2.58023559886928	0.358094549218657	3.32680477894252e-14	7.22891984730594e-13	FMO4	protein_coding
ENSG00000115738.10	9505.87172930813	-2.13765006617341	0.298114244029995	3.41281493385169e-14	7.39193435401434e-13	ID2	protein_coding
ENSG00000277481.1	10.1774793724109	-2.53284121999806	0.351980986831413	3.41416865765015e-14	7.39193435401434e-13	PKD1L3	protein_coding
ENSG00000165688.12	3208.50735863085	-1.7098523874575	0.237089525957097	3.6983837484792e-14	7.99571874228973e-13	PMPCA	protein_coding
ENSG00000138600.10	3221.80792563756	-1.20034426862106	0.163439240482367	3.76604278585676e-14	8.13025372292061e-13	SPPL2A	protein_coding
ENSG00000166123.14	5179.01626971018	-3.33274369049637	0.458055968839164	3.82106652114649e-14	8.24309761114477e-13	GPT2	protein_coding
ENSG00000186205.13	1059.16626668031	-2.77208822891133	0.384918024811566	4.13482665293169e-14	8.8952774614237e-13	MTARC1	protein_coding
ENSG00000136872.20	153677.637240786	-5.66872281858489	0.804047294735062	4.51328127444775e-14	9.67367080893264e-13	ALDOB	protein_coding
ENSG00000112964.14	5131.60045843582	-4.25575394615479	0.58702990469371	4.54644335524343e-14	9.72386809900385e-13	GHR	protein_coding
ENSG00000147471.12	2508.20707020445	-1.7509097060427	0.244059418457201	4.57377173929705e-14	9.77533527407364e-13	PLPBP	protein_coding
ENSG00000110060.9	648.632801897852	-1.31572254183323	0.180750505469655	4.82562302303763e-14	1.02696254569165e-12	PUS3	protein_coding
ENSG00000116690.13	5062.96205696538	-5.1858543611325	0.727441411440128	5.01765980831116e-14	1.06631502938439e-12	PRG4	protein_coding
ENSG00000134072.11	66.6656386648026	-1.50414144168445	0.208429578763546	5.21326936197029e-14	1.10396693426787e-12	CAMK1	protein_coding
ENSG00000221869.5	4520.68243038149	-2.18736372563392	0.307621447330353	5.27675523167771e-14	1.11662107351326e-12	CEBPD	protein_coding
ENSG00000243135.6	24.9091234514517	-4.63633229596341	0.644343001504748	5.29651962875369e-14	1.12001191556336e-12	UGT1A3	protein_coding
ENSG00000188611.16	58.627016098008	-2.0898933011206	0.294100260516863	5.50910104278637e-14	1.16004931451584e-12	ASAH2	protein_coding
ENSG00000256043.4	2848.92901125652	-1.65304495505442	0.230876855722827	5.95730292622393e-14	1.24915631316473e-12	CTSO	protein_coding
ENSG00000130653.16	848.610130492498	-2.07120989510003	0.291987841326243	6.07042501767251e-14	1.27198555846164e-12	PNPLA7	protein_coding
ENSG00000116005.12	5848.93733159072	-1.59285230365656	0.222127070559481	6.13131005684531e-14	1.28205179491703e-12	PCYOX1	protein_coding
ENSG00000172936.16	2273.00901159487	-1.46295901710068	0.203140656287103	6.31493241049559e-14	1.31768655865832e-12	MYD88	protein_coding
ENSG00000119927.14	4466.91863949013	-3.9307197524144	0.544529500057041	6.35227116116239e-14	1.32455470319419e-12	GPAM	protein_coding
ENSG00000110074.11	1541.60691960131	-1.59399672831582	0.222546572784377	6.50387183465203e-14	1.35427979377598e-12	FOXRED1	protein_coding
ENSG00000131187.10	9729.94974842996	-4.68019685103912	0.653496827887767	6.51867904540359e-14	1.35641978218568e-12	F12	protein_coding
ENSG00000108924.14	2603.84228130601	-3.54880187081325	0.491979419092284	6.53296213236739e-14	1.35844781339915e-12	HLF	protein_coding
ENSG00000106538.10	16306.1633588464	-2.97045858170901	0.414599915018394	6.56101016709738e-14	1.36333329238999e-12	RARRES2	protein_coding
ENSG00000198077.10	2284.48430518674	-6.66010089911394	1.00934552626349	6.66886800755426e-14	1.38382477304364e-12	CYP2A7	protein_coding
ENSG00000184232.9	8487.25515970163	-2.92735259627418	0.409187220901699	6.80172539616748e-14	1.40651977581107e-12	OAF	protein_coding
ENSG00000169252.6	174.554939552161	-3.96723659026364	0.550832189768566	7.09426914991251e-14	1.464991042454e-12	ADRB2	protein_coding
ENSG00000164406.8	2898.5843624436	-4.21360344888803	0.585993965693971	7.1115375093096e-14	1.46754491827193e-12	LEAP2	protein_coding
ENSG00000168389.18	1878.7715391232	-4.06563709785612	0.565224028483122	7.39055116468842e-14	1.52302321764808e-12	MFSD2A	protein_coding
ENSG00000117791.16	3956.03353758039	-2.31208701517518	0.327150695024546	7.44458590118862e-14	1.53310340879842e-12	MTARC2	protein_coding
ENSG00000166575.17	1033.20070431872	-1.46662535532713	0.204439444453903	7.68304383989226e-14	1.58003696221081e-12	TMEM135	protein_coding
ENSG00000171560.16	303852.735908895	-4.87329452098847	0.685039411636384	7.75592007495006e-14	1.5939294084024e-12	FGA	protein_coding
ENSG00000214960.11	128.860276322588	-1.95478468031001	0.276545092713582	7.76764420418649e-14	1.59524396711904e-12	CRPPA	protein_coding
ENSG00000138821.13	971.790709465156	-2.67839835338455	0.377265933880387	7.87138315481462e-14	1.61433442331928e-12	SLC39A8	protein_coding
ENSG00000145321.13	76279.1569875557	-4.33453021032134	0.605263470908997	8.25985072480556e-14	1.68707169340282e-12	GC	protein_coding
ENSG00000100934.15	2166.01624742779	-1.94917620041023	0.276150719395278	8.39916965864617e-14	1.7131903071447e-12	SEC23A	protein_coding
ENSG00000205669.4	5.89939642700476	-3.45169486173118	0.481134363741269	8.41181420567138e-14	1.71460144833505e-12	ACOT6	protein_coding
ENSG00000136874.11	1437.50823728023	-1.22281675400789	0.169187396670215	8.54456682689613e-14	1.73929275661285e-12	STX17	protein_coding
ENSG00000084734.9	1983.50670725706	-3.76157603040964	0.52403603265934	8.6397966864646e-14	1.75617162513967e-12	GCKR	protein_coding
ENSG00000164494.12	1039.89838276558	-1.66909336314854	0.234947582885092	8.68786773847801e-14	1.76332765770182e-12	PDSS2	protein_coding
ENSG00000152700.14	4110.80780129228	-2.17847253172199	0.309486521283628	8.83904749465517e-14	1.79192687293473e-12	SAR1B	protein_coding
ENSG00000141753.7	33614.4299134003	-2.52297762495052	0.357338615425475	9.00643933085688e-14	1.82216089786384e-12	IGFBP4	protein_coding
ENSG00000204583.10	200.957222204931	-4.67195168251244	0.656485304442696	9.06381568137617e-14	1.83253094495237e-12	LRCOL1	protein_coding
ENSG00000072042.13	3487.18331551443	-1.79028040649305	0.253167730335098	9.10528965370541e-14	1.83967400877801e-12	RDH11	protein_coding
ENSG00000197408.10	11435.9657698477	-5.21009487056939	0.740192075744558	9.21966930361907e-14	1.86027330160557e-12	CYP2B6	protein_coding
ENSG00000250510.8	124.679714172975	-2.23021149875996	0.317204426295988	9.42630010820981e-14	1.89557893982623e-12	GPR162	protein_coding
ENSG00000145708.11	842.690761179711	-4.76938220177131	0.671846342738675	9.4782451308926e-14	1.90474559700884e-12	CRHBP	protein_coding
ENSG00000180011.7	1597.06617558608	-1.32065692784479	0.183881152210676	9.75821750573407e-14	1.9583800722131e-12	ZADH2	protein_coding
ENSG00000158473.8	379.748435451141	-2.9018906598818	0.408872828204283	9.97216308685008e-14	1.99730086494684e-12	CD1D	protein_coding
ENSG00000116016.14	8755.64196064986	-1.85054457751913	0.262672838614276	1.02005069870549e-13	2.04166965717503e-12	EPAS1	protein_coding
ENSG00000099954.18	173.994305031696	-4.43223281836166	0.622454745152512	1.04498693136542e-13	2.08878796300899e-12	CECR2	protein_coding
ENSG00000141504.12	4922.02090485437	-1.9930619474033	0.283825628984509	1.05539447780381e-13	2.10818391253365e-12	SAT2	protein_coding
ENSG00000176209.12	1241.29613757356	-1.71436985210051	0.243212302769488	1.20055884589257e-13	2.38542359141083e-12	SMIM19	protein_coding
ENSG00000118514.14	4128.04596674116	-4.7991067250616	0.679647589484626	1.2066169549381e-13	2.3958707879119e-12	ALDH8A1	protein_coding
ENSG00000112494.10	214.7288385187	-4.93350513720362	0.700722129394787	1.22972568402065e-13	2.43852159977685e-12	UNC93A	protein_coding
ENSG00000171234.14	15330.2260113982	-5.18265048606486	0.740240070597058	1.23863875770942e-13	2.45294711124954e-12	UGT2B7	protein_coding
ENSG00000206384.10	34.4205127469341	-3.56032327583938	0.500172455859913	1.29615024082732e-13	2.5588333615007e-12	COL6A6	protein_coding
ENSG00000163631.17	2779105.22781304	-5.30087947959444	0.761511904508923	1.41992507638695e-13	2.79081590347531e-12	ALB	protein_coding
ENSG00000137824.16	2012.68860706582	-1.21734928785728	0.170067756479497	1.4377570541849e-13	2.82300062121039e-12	RMDN3	protein_coding
ENSG00000119509.13	526.395661980096	-1.17988430242304	0.164607270213724	1.44404028801216e-13	2.83162399109025e-12	INVS	protein_coding
ENSG00000124253.11	38503.5084175751	-5.52559271572695	0.799945220951904	1.51038338435551e-13	2.95351377542217e-12	PCK1	protein_coding
ENSG00000152484.14	1400.24860888736	-1.57784657789419	0.223794458726336	1.50966362306214e-13	2.95351377542217e-12	USP12	protein_coding
ENSG00000002933.9	15093.0631029904	-3.41743969028468	0.482402172971633	1.57627157245501e-13	3.07681223559455e-12	TMEM176A	protein_coding
ENSG00000162460.7	631.62244135229	-5.12222697555901	0.73452918849737	1.61193392186178e-13	3.14437377344021e-12	TMEM82	protein_coding
ENSG00000129596.5	4038.47768409479	-5.22436974858868	0.75137222501567	1.64851322464242e-13	3.21154401336813e-12	CDO1	protein_coding
ENSG00000113905.5	62468.747886706	-5.78034805515424	0.845922222209092	1.65526922145863e-13	3.22260899207646e-12	HRG	protein_coding
ENSG00000164850.15	437.628827346761	-3.34554047434659	0.473411470249792	1.72505476548703e-13	3.34976101446031e-12	GPER1	protein_coding
ENSG00000205362.11	319.57079121286	-3.83349248354132	0.54151874915522	1.74539845278806e-13	3.38706842980122e-12	MT1A	protein_coding
ENSG00000067445.21	365.113490224155	-2.61731742098478	0.375644992055268	1.89670779602179e-13	3.66880630079332e-12	TRO	protein_coding
ENSG00000169083.18	2699.01757644998	-4.18413222723508	0.594128009003048	2.06964475950024e-13	3.99042968665265e-12	AR	protein_coding
ENSG00000115963.13	3642.39062049201	-2.53888163161516	0.365715444110416	2.11259758142505e-13	4.07062479926707e-12	RND3	protein_coding
ENSG00000115361.8	590.553436220853	-3.68062846222427	0.522306073357526	2.19073361411163e-13	4.21846537667811e-12	ACADL	protein_coding
ENSG00000005469.12	1121.36502300737	-1.72714471709634	0.248288900416985	2.28109511851472e-13	4.38400713309924e-12	CROT	protein_coding
ENSG00000114166.8	1261.63414648418	-2.45074191775356	0.354113673374307	2.29093664813565e-13	4.40009724535765e-12	KAT2B	protein_coding
